Country,Country_Code,Region,Income_Group,Year,Internet_Usage_Pct,Household_Internet_Access_Pct,Smartphone_Adoption_Pct,Mobile_Subscriptions_per_100,Fixed_Broadband_per_100,Avg_Fixed_Download_Speed_Mbps,Avg_Mobile_Download_Speed_Mbps,Network_Coverage_4G_Pct,Availability_5G_Pct,Broadband_Monthly_Cost_USD,Mobile_Data_Cost_per_GB_USD,Connectivity_Cost_Pct_Income,Digital_Literacy_Pct,Urbanization_Pct,Population_Millions
Rwanda,RWA,Sub-Saharan Africa,Low Income,2019,23.97,18.27,25.26,76.32,2.19,18.86,20.27,37.71,0.0,43.06,3.6,18.83,58.65,44.55,13.91
Rwanda,RWA,Sub-Saharan Africa,Low Income,2020,24.35,,28.57,76.79,2.62,17.89,21.88,38.29,0.0,40.53,3.26,18.34,58.99,44.79,14.02
Rwanda,RWA,Sub-Saharan Africa,Low Income,2021,25.86,22.29,28.1,80.86,3.51,17.33,23.66,39.33,0.0,40.01,3.28,17.65,59.17,45.08,14.13
Rwanda,RWA,Sub-Saharan Africa,Low Income,2022,28.64,22.26,31.21,82.8,4.63,20.48,26.3,40.62,0.0,39.66,3.1,17.0,59.38,45.57,14.24
Rwanda,RWA,Sub-Saharan Africa,Low Income,2023,29.54,25.42,32.1,81.76,3.89,23.93,25.32,41.43,1.04,37.83,2.93,16.47,59.67,45.61,14.35
Rwanda,RWA,Sub-Saharan Africa,Low Income,2024,29.93,26.28,33.0,83.91,5.45,23.41,24.41,42.86,2.08,38.0,2.75,16.11,59.8,46.06,14.46
Rwanda,RWA,Sub-Saharan Africa,Low Income,2025,32.82,28.23,35.48,84.97,6.1,25.27,27.92,44.06,3.2,37.27,2.72,15.45,59.84,46.25,14.57
Senegal,SEN,Sub-Saharan Africa,Lower-Middle Income,2018,50.15,34.67,59.93,109.98,13.87,47.27,43.77,68.08,0.0,21.18,3.5,5.51,84.74,62.52,17.3
Senegal,SEN,Sub-Saharan Africa,Lower-Middle Income,2019,51.38,35.5,60.54,111.29,14.41,50.98,42.36,69.08,0.0,20.88,3.25,5.23,84.7,62.95,17.44
Senegal,SEN,Sub-Saharan Africa,Lower-Middle Income,2020,53.32,38.06,62.48,113.5,16.11,56.73,45.84,70.98,0.0,21.49,3.17,4.99,84.94,63.24,17.58
Senegal,SEN,Sub-Saharan Africa,Lower-Middle Income,2021,54.56,41.17,63.33,116.42,15.51,59.91,49.12,70.8,0.0,19.24,3.07,4.82,85.18,63.4,17.72
Senegal,SEN,Sub-Saharan Africa,Lower-Middle Income,2022,55.32,39.19,65.6,117.81,15.99,62.48,52.66,72.07,2.95,20.83,3.02,4.96,85.4,63.86,17.85
Senegal,SEN,Sub-Saharan Africa,Lower-Middle Income,2023,56.52,43.1,66.43,117.39,16.82,67.22,55.94,73.49,5.46,20.03,2.7,4.46,85.68,64.27,17.99
Senegal,SEN,Sub-Saharan Africa,Lower-Middle Income,2024,57.83,45.29,69.99,123.36,16.55,73.61,60.08,74.2,7.45,19.13,2.65,4.44,85.81,64.34,18.13
Senegal,SEN,Sub-Saharan Africa,Lower-Middle Income,2025,59.7,,70.81,123.9,17.35,72.54,61.24,73.85,11.61,16.91,2.54,4.42,86.1,64.55,18.27
Ivory Coast,CIV,Sub-Saharan Africa,Lower-Middle Income,2018,42.37,42.07,64.14,84.54,17.05,33.59,36.69,65.74,0.0,33.08,2.78,6.31,66.52,57.11,28.2
Ivory Coast,CIV,Sub-Saharan Africa,Lower-Middle Income,2019,44.87,43.25,63.92,85.09,18.47,35.71,37.43,64.38,0.0,31.78,2.71,6.14,66.81,57.33,28.43
Ivory Coast,CIV,Sub-Saharan Africa,Lower-Middle Income,2020,47.76,45.21,66.97,84.87,17.92,39.25,38.69,67.08,0.0,31.16,2.47,6.04,66.92,57.65,28.65
Ivory Coast,CIV,Sub-Saharan Africa,Lower-Middle Income,2021,47.17,46.84,67.12,87.66,19.35,40.86,40.33,67.6,0.0,29.73,2.75,5.83,67.11,58.03,28.88
Ivory Coast,CIV,Sub-Saharan Africa,Lower-Middle Income,2022,49.48,48.21,70.77,91.9,20.04,45.74,45.56,69.19,3.3,28.37,2.4,5.76,67.26,58.22,29.1
Ivory Coast,CIV,Sub-Saharan Africa,Lower-Middle Income,2023,50.35,49.48,72.11,89.58,20.19,46.56,44.79,69.82,5.82,29.13,2.29,5.41,67.46,58.61,29.33
Ivory Coast,CIV,Sub-Saharan Africa,Lower-Middle Income,2024,53.24,51.04,74.11,93.97,20.69,50.27,48.87,71.13,9.27,27.92,2.12,5.12,67.77,58.96,29.55
Ivory Coast,CIV,Sub-Saharan Africa,Lower-Middle Income,2025,53.33,52.32,73.66,95.81,21.07,51.02,53.22,71.28,10.95,27.81,2.11,4.98,67.88,59.2,29.78
Cameroon,CMR,Sub-Saharan Africa,Lower-Middle Income,2018,59.78,41.53,43.81,73.16,14.8,42.33,33.21,68.58,0.0,24.62,3.35,5.59,88.61,36.61,27.9
Cameroon,CMR,Sub-Saharan Africa,Lower-Middle Income,2019,62.44,42.2,44.5,73.26,15.45,46.27,32.96,68.14,0.0,25.47,3.26,5.56,89.11,37.08,28.12
Cameroon,CMR,Sub-Saharan Africa,Lower-Middle Income,2020,62.54,42.77,45.86,76.56,15.46,48.07,37.45,70.27,0.0,24.15,3.12,5.4,89.27,37.29,28.35
Cameroon,CMR,Sub-Saharan Africa,Lower-Middle Income,2021,64.18,46.77,47.42,79.5,16.71,49.1,37.85,71.28,0.0,23.5,2.9,5.3,89.31,37.51,28.57
Cameroon,CMR,Sub-Saharan Africa,Lower-Middle Income,2022,66.45,47.4,50.07,81.47,17.04,55.67,39.25,71.72,1.8,24.49,2.72,5.13,89.43,37.86,28.79
Cameroon,CMR,Sub-Saharan Africa,Lower-Middle Income,2023,67.96,48.51,51.42,80.9,17.01,58.34,40.61,72.76,4.85,24.07,2.67,4.63,89.83,38.22,29.02
Cameroon,CMR,Sub-Saharan Africa,Lower-Middle Income,2024,69.32,49.71,52.35,83.36,18.08,62.19,42.52,73.61,8.47,23.27,2.6,4.75,89.78,38.52,29.24
Cameroon,CMR,Sub-Saharan Africa,Lower-Middle Income,2025,69.82,52.03,53.82,86.45,18.97,61.7,46.58,75.18,10.96,20.98,2.46,4.68,90.18,38.71,29.46
Angola,AGO,Sub-Saharan Africa,Lower-Middle Income,2018,51.68,46.44,55.15,102.23,14.68,53.0,17.35,65.55,0.0,36.61,3.32,4.69,64.2,34.91,35.6
Angola,AGO,Sub-Saharan Africa,Lower-Middle Income,2019,56.2,46.99,54.14,101.08,15.96,57.68,17.36,64.63,0.0,34.5,3.11,4.49,64.5,35.24,35.88
Angola,AGO,Sub-Saharan Africa,Lower-Middle Income,2020,57.47,49.85,56.53,101.44,16.73,59.38,19.92,67.54,0.0,31.65,3.04,4.33,64.54,35.54,36.17
Angola,AGO,Sub-Saharan Africa,Lower-Middle Income,2021,58.83,51.65,57.75,108.61,17.41,69.99,22.17,68.78,0.0,32.46,2.87,4.16,64.75,35.83,36.45
Angola,AGO,Sub-Saharan Africa,Lower-Middle Income,2022,59.13,52.39,57.37,106.89,17.3,72.35,21.65,68.76,2.53,31.34,2.8,4.01,65.06,36.1,36.74
Angola,AGO,Sub-Saharan Africa,Lower-Middle Income,2023,60.05,55.69,61.71,108.75,17.63,74.94,22.58,68.69,4.59,29.23,2.62,3.93,65.27,36.49,37.02
Angola,AGO,Sub-Saharan Africa,Lower-Middle Income,2024,63.94,55.84,62.7,110.78,18.69,80.87,25.11,71.35,7.79,30.75,2.66,3.86,65.26,36.74,37.31
Angola,AGO,Sub-Saharan Africa,Lower-Middle Income,2025,65.99,58.61,65.31,113.21,18.87,86.0,25.32,71.52,12.54,29.9,2.31,3.71,65.49,37.02,37.59
Zambia,ZMB,Sub-Saharan Africa,Lower-Middle Income,2018,60.42,39.03,49.7,83.39,9.36,22.17,30.59,64.0,0.0,37.53,1.91,6.08,85.77,54.06,20.0
Zambia,ZMB,Sub-Saharan Africa,Lower-Middle Income,2019,63.69,41.43,50.29,84.21,9.98,19.92,32.66,65.56,0.0,36.66,1.81,5.9,85.93,54.56,20.16
Zambia,ZMB,Sub-Saharan Africa,Lower-Middle Income,2020,63.64,42.25,52.71,84.45,11.43,24.24,33.85,65.67,0.0,35.28,1.78,5.84,86.26,54.65,20.32
Zambia,ZMB,Sub-Saharan Africa,Lower-Middle Income,2021,65.34,43.97,55.14,86.04,11.7,26.9,37.99,66.12,1.5,35.32,1.76,5.8,86.39,55.11,20.48
Zambia,ZMB,Sub-Saharan Africa,Lower-Middle Income,2022,67.59,47.33,54.99,87.77,12.55,28.31,38.46,68.06,2.03,34.49,1.65,5.35,86.54,55.35,20.64
Zambia,ZMB,Sub-Saharan Africa,Lower-Middle Income,2023,69.48,46.67,56.47,91.0,12.19,25.09,41.84,69.51,4.68,31.69,1.45,5.05,86.95,55.6,20.8
Zambia,ZMB,Sub-Saharan Africa,Lower-Middle Income,2024,70.88,49.31,59.82,91.6,13.5,32.85,45.34,69.52,8.5,33.09,1.52,5.23,86.95,55.9,20.96
Zambia,ZMB,Sub-Saharan Africa,Lower-Middle Income,2025,71.89,51.47,62.46,92.63,13.7,,44.08,71.32,11.23,30.92,1.51,4.81,87.33,56.3,21.12
Zimbabwe,ZWE,Sub-Saharan Africa,Lower-Middle Income,2018,48.8,43.55,51.48,99.5,20.46,45.24,33.26,80.69,0.0,27.94,1.22,6.15,87.7,37.97,16.3
Zimbabwe,ZWE,Sub-Saharan Africa,Lower-Middle Income,2019,50.02,46.05,52.56,99.29,21.44,43.11,32.8,82.68,0.0,28.31,1.26,5.89,88.01,38.19,16.43
Zimbabwe,ZWE,Sub-Saharan Africa,Lower-Middle Income,2020,51.29,46.05,54.25,102.16,21.41,48.97,36.32,84.39,0.0,26.06,1.08,5.67,88.47,38.56,16.56
Zimbabwe,ZWE,Sub-Saharan Africa,Lower-Middle Income,2021,54.08,49.05,56.43,104.97,21.54,53.84,39.87,84.9,0.53,26.19,1.11,5.56,88.48,38.81,16.69
Zimbabwe,ZWE,Sub-Saharan Africa,Lower-Middle Income,2022,55.26,50.29,55.55,105.86,22.6,57.7,39.99,85.25,3.08,26.41,1.1,5.43,88.64,39.16,16.82
Zimbabwe,ZWE,Sub-Saharan Africa,Lower-Middle Income,2023,56.43,52.27,57.66,105.99,22.41,58.39,41.44,86.27,4.85,25.3,1.06,5.13,88.81,39.35,16.95
Zimbabwe,ZWE,Sub-Saharan Africa,Lower-Middle Income,2024,58.22,55.3,58.96,111.39,23.21,62.85,47.7,86.5,9.51,24.7,0.86,4.85,89.07,39.67,17.08
Zimbabwe,ZWE,Sub-Saharan Africa,Lower-Middle Income,2025,59.76,54.09,61.4,109.72,24.6,61.27,46.28,88.33,11.45,23.16,0.75,5.0,89.24,39.97,17.21
Mozambique,MOZ,Sub-Saharan Africa,Low Income,2018,28.24,18.34,32.4,45.49,3.56,23.74,11.23,57.06,0.0,54.44,8.51,9.82,55.96,24.52,33.0
Mozambique,MOZ,Sub-Saharan Africa,Low Income,2019,28.49,22.62,33.94,47.75,4.24,22.92,14.87,58.83,0.0,52.32,8.24,9.45,56.22,24.91,33.26
Mozambique,MOZ,Sub-Saharan Africa,Low Income,2020,30.23,20.5,35.11,51.04,4.74,25.22,14.18,59.49,0.0,52.23,7.87,9.19,56.4,25.11,33.53
Mozambique,MOZ,Sub-Saharan Africa,Low Income,2021,33.22,23.24,37.3,52.23,4.88,25.82,16.32,60.53,0.0,50.37,7.48,9.1,56.65,25.45,33.79
Mozambique,MOZ,Sub-Saharan Africa,Low Income,2022,35.58,24.08,40.37,55.27,5.0,30.27,16.28,62.06,0.0,50.48,7.15,8.61,56.82,25.7,34.06
Mozambique,MOZ,Sub-Saharan Africa,Low Income,2023,36.98,27.02,40.45,54.34,6.69,28.72,18.33,62.23,1.44,48.52,6.9,8.37,56.94,26.0,34.32
Mozambique,MOZ,Sub-Saharan Africa,Low Income,2024,38.29,29.05,43.3,58.18,6.66,34.46,17.34,63.18,1.57,48.86,6.59,8.23,57.29,26.34,34.58
Mozambique,MOZ,Sub-Saharan Africa,Low Income,2025,38.09,29.61,45.23,58.01,6.72,30.59,20.22,63.24,2.86,46.62,6.12,7.67,57.42,26.66,34.85
Madagascar,MDG,Sub-Saharan Africa,Low Income,2018,34.17,36.63,33.73,83.54,3.58,17.71,8.58,60.69,0.0,21.18,7.79,17.0,65.25,21.16,29.6
Madagascar,MDG,Sub-Saharan Africa,Low Income,2019,37.45,36.64,31.07,84.27,4.48,17.62,10.22,61.58,0.0,19.28,7.47,16.55,65.4,21.32,29.84
Madagascar,MDG,Sub-Saharan Africa,Low Income,2020,37.56,38.49,36.07,86.08,5.14,22.69,9.83,63.24,0.0,21.24,7.09,16.04,65.68,21.73,30.07
Madagascar,MDG,Sub-Saharan Africa,Low Income,2021,40.35,42.95,38.23,83.84,5.53,22.78,10.13,63.66,0.0,19.51,6.86,15.56,65.96,21.87,30.31
Madagascar,MDG,Sub-Saharan Africa,Low Income,2022,41.96,41.96,39.01,86.92,6.68,21.17,9.36,64.95,0.16,17.6,6.56,15.04,66.11,22.29,30.55
Madagascar,MDG,Sub-Saharan Africa,Low Income,2023,43.8,44.43,41.25,89.64,6.98,27.47,13.85,66.02,1.11,19.43,6.23,14.34,66.19,22.73,30.78
Madagascar,MDG,Sub-Saharan Africa,Low Income,2024,43.85,46.54,42.25,91.63,7.39,28.4,12.3,67.25,2.2,18.28,5.94,14.09,66.42,22.85,31.02
Madagascar,MDG,Sub-Saharan Africa,Low Income,2025,47.03,47.04,43.33,92.98,7.91,28.45,13.71,68.62,3.33,17.16,5.62,13.4,66.48,23.18,31.26
Mali,MLI,Sub-Saharan Africa,Low Income,2018,20.26,20.11,29.61,45.74,7.2,16.43,11.54,47.97,0.0,36.35,6.14,13.38,71.67,35.01,22.6
Mali,MLI,Sub-Saharan Africa,Low Income,2019,21.12,21.81,31.48,49.65,6.85,20.76,13.66,48.23,0.0,35.89,5.76,13.1,71.81,35.37,22.78
Mali,MLI,Sub-Saharan Africa,Low Income,2020,21.16,24.56,31.35,51.27,7.79,17.64,16.3,49.88,0.0,35.19,5.71,12.67,72.03,35.65,22.96
Mali,MLI,Sub-Saharan Africa,Low Income,2021,23.42,24.91,32.05,52.53,7.93,18.83,14.45,51.22,0.0,36.63,5.43,12.21,72.2,35.84,23.14
Mali,MLI,Sub-Saharan Africa,Low Income,2022,26.6,25.86,35.21,53.23,9.15,22.22,15.82,51.11,0.0,34.32,5.21,12.05,72.57,36.14,23.32
Mali,MLI,Sub-Saharan Africa,Low Income,2023,25.97,29.33,37.95,55.03,9.57,24.77,16.06,52.35,0.72,32.48,4.79,11.78,72.59,36.51,23.5
Mali,MLI,Sub-Saharan Africa,Low Income,2024,28.44,30.65,37.7,56.35,9.87,25.01,16.09,52.22,2.08,32.93,4.56,10.94,72.77,36.85,23.68
Mali,MLI,Sub-Saharan Africa,Low Income,2025,29.61,30.03,39.1,59.03,10.78,29.81,18.29,54.6,3.14,32.21,4.35,10.66,72.98,36.95,23.87
Burkina Faso,BFA,Sub-Saharan Africa,Low Income,2018,37.12,32.9,25.12,85.94,0.78,22.44,13.85,65.56,0.0,57.99,7.57,16.93,53.13,22.5,22.7
Burkina Faso,BFA,Sub-Saharan Africa,Low Income,2019,38.47,35.76,26.85,87.25,1.79,25.23,15.6,66.91,0.0,57.92,7.13,16.47,53.29,22.66,22.88
Burkina Faso,BFA,Sub-Saharan Africa,Low Income,2020,38.72,37.29,27.9,87.93,2.36,28.72,13.24,68.13,0.0,57.77,7.1,15.99,53.49,23.11,23.06
Burkina Faso,BFA,Sub-Saharan Africa,Low Income,2021,40.17,38.2,29.77,88.76,3.35,26.02,16.36,68.1,0.0,55.08,6.76,15.66,53.67,23.28,23.24
Burkina Faso,BFA,Sub-Saharan Africa,Low Income,2022,42.24,40.89,30.96,93.36,3.37,31.72,18.24,70.17,0.23,53.44,6.39,15.11,53.91,23.5,23.43
Burkina Faso,BFA,Sub-Saharan Africa,Low Income,2023,42.63,42.51,32.32,93.81,4.63,34.34,17.81,69.76,1.36,52.21,6.04,14.53,54.07,23.99,23.61
Burkina Faso,BFA,Sub-Saharan Africa,Low Income,2024,44.68,43.05,35.96,96.69,4.67,32.92,20.2,71.41,2.42,51.73,5.8,14.11,54.66,24.15,23.79
Burkina Faso,BFA,Sub-Saharan Africa,Low Income,2025,47.16,43.2,34.54,96.93,6.3,34.83,18.68,72.86,3.5,49.6,5.51,13.58,54.6,24.49,23.97
Niger,NER,Sub-Saharan Africa,Low Income,2018,22.4,17.03,35.56,57.09,6.95,20.06,19.72,37.23,0.0,58.72,8.5,13.01,62.15,42.84,26.2
Niger,NER,Sub-Saharan Africa,Low Income,2019,22.32,21.18,39.4,61.15,7.22,19.7,21.48,39.31,0.0,56.4,8.03,12.59,62.36,43.37,26.41
Niger,NER,Sub-Saharan Africa,Low Income,2020,24.97,21.24,39.12,63.43,8.44,24.13,25.03,38.61,0.0,55.86,7.86,12.43,62.6,43.7,26.62
Niger,NER,Sub-Saharan Africa,Low Income,2021,26.46,22.73,42.65,64.2,8.78,22.19,26.6,39.56,0.0,55.11,7.34,11.77,62.82,43.89,26.83
Niger,NER,Sub-Saharan Africa,Low Income,2022,28.62,24.63,43.51,64.93,8.95,26.72,26.09,42.05,0.0,53.58,7.1,11.49,63.06,44.21,27.04
Niger,NER,Sub-Saharan Africa,Low Income,2023,28.37,25.2,44.86,69.46,9.82,29.83,28.29,42.13,1.18,51.93,6.77,10.86,63.1,44.31,27.25
Niger,NER,Sub-Saharan Africa,Low Income,2024,31.98,28.09,47.64,67.94,9.99,26.84,31.07,44.3,2.15,49.95,6.34,10.5,63.37,44.72,27.46
Niger,NER,Sub-Saharan Africa,Low Income,2025,31.2,29.23,48.63,69.1,11.23,30.76,28.47,44.98,3.21,50.61,6.0,10.45,63.68,44.99,27.67
Chad,TCD,Sub-Saharan Africa,Low Income,2018,15.9,26.11,29.93,48.37,2.57,8.06,8.11,37.22,0.0,61.82,5.71,19.41,57.15,29.36,17.7
Chad,TCD,Sub-Saharan Africa,Low Income,2019,17.53,28.16,29.49,50.81,3.29,8.67,8.92,37.72,0.0,60.76,5.5,19.15,57.26,29.62,17.84
Chad,TCD,Sub-Saharan Africa,Low Income,2020,18.0,29.67,33.56,51.87,3.89,7.22,7.94,38.7,0.0,60.47,5.36,18.47,57.29,29.97,17.98
Chad,TCD,Sub-Saharan Africa,Low Income,2021,20.97,31.93,34.48,51.71,3.68,9.59,9.13,40.25,0.0,59.72,4.95,17.66,57.62,30.31,18.12
Chad,TCD,Sub-Saharan Africa,Low Income,2022,22.4,32.34,35.14,53.55,5.52,8.45,9.75,41.23,0.0,58.4,4.77,16.97,57.61,30.55,18.27
Chad,TCD,Sub-Saharan Africa,Low Income,2023,25.52,35.51,38.72,59.62,6.47,12.44,7.78,41.99,0.79,57.74,4.58,16.87,57.99,30.85,18.41
Chad,TCD,Sub-Saharan Africa,Low Income,2024,25.32,35.36,38.95,59.05,7.22,14.47,10.0,43.65,1.75,55.28,4.29,16.17,58.22,31.21,18.55
Chad,TCD,Sub-Saharan Africa,Low Income,2025,26.66,37.68,41.05,61.42,6.77,13.78,12.21,44.88,3.2,53.41,4.11,15.33,58.35,31.54,18.69
DR Congo,COD,Sub-Saharan Africa,Low Income,2018,23.46,23.11,22.32,71.07,2.35,17.74,18.6,37.85,0.0,15.14,7.31,12.76,45.78,49.84,99.0
DR Congo,COD,Sub-Saharan Africa,Low Income,2019,27.24,24.5,26.11,72.55,2.51,22.14,16.78,38.62,0.0,17.59,7.08,12.46,46.01,50.16,99.79
DR Congo,COD,Sub-Saharan Africa,Low Income,2020,27.78,28.6,25.21,75.78,3.3,23.71,19.19,40.42,0.0,15.74,7.02,11.81,46.03,50.42,100.58
DR Congo,COD,Sub-Saharan Africa,Low Income,2021,30.25,29.31,27.33,76.0,3.49,20.39,21.07,40.05,0.0,16.68,6.65,11.6,46.28,50.81,101.38
DR Congo,COD,Sub-Saharan Africa,Low Income,2022,29.38,30.14,29.78,78.65,4.67,23.01,23.63,42.1,0.0,15.76,6.07,11.4,46.41,51.03,102.17
DR Congo,COD,Sub-Saharan Africa,Low Income,2023,33.13,31.87,30.54,79.65,4.63,25.29,25.22,42.87,0.77,15.41,5.83,10.98,46.69,51.31,102.96
DR Congo,COD,Sub-Saharan Africa,Low Income,2024,34.01,33.98,32.9,82.42,4.46,27.21,25.88,44.31,1.99,14.46,5.63,10.37,47.0,51.64,103.75
DR Congo,COD,Sub-Saharan Africa,Low Income,2025,33.81,35.06,33.4,84.36,5.56,28.91,28.2,44.83,2.8,14.44,5.37,10.12,47.3,51.82,104.54
Republic of the Congo,COG,Sub-Saharan Africa,Lower-Middle Income,2018,33.86,56.59,69.38,80.37,6.36,23.72,23.34,65.26,0.0,33.81,1.29,5.66,89.14,59.66,5.9
Republic of the Congo,COG,Sub-Saharan Africa,Lower-Middle Income,2019,34.47,56.75,71.06,83.5,6.97,24.14,24.94,64.91,0.0,32.93,1.21,5.64,89.14,59.96,5.95
Republic of the Congo,COG,Sub-Saharan Africa,Lower-Middle Income,2020,37.2,59.92,74.56,86.2,6.88,24.21,26.35,66.17,0.0,32.95,1.19,5.47,89.43,60.39,5.99
Republic of the Congo,COG,Sub-Saharan Africa,Lower-Middle Income,2021,38.77,61.19,74.41,86.98,8.03,28.37,28.53,68.41,0.0,31.97,1.17,5.39,89.58,60.63,6.04
Republic of the Congo,COG,Sub-Saharan Africa,Lower-Middle Income,2022,39.14,61.56,74.32,90.08,7.92,32.69,29.32,68.46,1.74,31.58,1.03,5.2,89.63,60.91,6.09
Republic of the Congo,COG,Sub-Saharan Africa,Lower-Middle Income,2023,41.51,65.06,78.26,90.68,9.27,32.08,32.51,69.18,6.23,29.85,1.04,5.1,89.84,61.05,6.14
Republic of the Congo,COG,Sub-Saharan Africa,Lower-Middle Income,2024,42.64,64.62,82.14,93.64,9.9,34.8,34.08,69.93,7.96,30.74,0.87,4.9,90.18,61.45,6.18
Republic of the Congo,COG,Sub-Saharan Africa,Lower-Middle Income,2025,45.01,67.66,81.09,94.87,9.67,38.02,34.71,71.19,11.62,29.69,0.82,4.67,90.31,61.77,6.23
Gabon,GAB,Sub-Saharan Africa,Upper-Middle Income,2018,74.3,69.23,75.43,115.13,23.48,49.45,74.34,88.34,0.0,25.56,1.74,2.71,94.33,75.57,2.3
Gabon,GAB,Sub-Saharan Africa,Upper-Middle Income,2019,74.56,70.38,77.91,117.27,24.51,53.63,78.59,89.38,0.0,24.74,1.73,2.5,94.24,75.65,2.32
Gabon,GAB,Sub-Saharan Africa,Upper-Middle Income,2020,75.39,73.09,78.91,119.19,24.83,56.56,86.55,91.24,0.0,24.73,1.55,2.21,94.6,76.01,2.34
Gabon,GAB,Sub-Saharan Africa,Upper-Middle Income,2021,79.04,74.38,81.66,118.95,26.0,62.53,91.46,91.22,6.21,24.13,1.57,2.65,94.62,76.37,2.36
Gabon,GAB,Sub-Saharan Africa,Upper-Middle Income,2022,79.55,75.25,84.69,122.17,26.27,,94.78,92.86,15.77,22.87,1.31,2.19,94.79,76.61,2.37
Gabon,GAB,Sub-Saharan Africa,Upper-Middle Income,2023,80.82,78.6,85.93,121.62,27.14,69.67,98.91,92.42,17.32,22.49,1.4,2.55,95.02,76.86,2.39
Gabon,GAB,Sub-Saharan Africa,Upper-Middle Income,2024,82.72,79.23,85.69,125.54,27.9,72.74,103.98,93.75,24.52,22.44,1.37,2.14,95.25,77.3,2.41
Gabon,GAB,Sub-Saharan Africa,Upper-Middle Income,2025,84.18,80.85,89.57,125.98,27.87,75.25,110.89,94.06,28.45,22.91,1.25,1.96,95.46,77.57,2.43
Namibia,NAM,Sub-Saharan Africa,Upper-Middle Income,2018,77.31,61.65,71.88,112.69,16.92,59.13,67.12,83.89,0.0,36.02,1.42,1.52,84.0,83.06,2.6
Namibia,NAM,Sub-Saharan Africa,Upper-Middle Income,2019,79.34,62.75,73.4,114.25,16.71,66.77,73.51,84.89,0.0,34.7,1.3,1.81,84.29,83.43,2.62
Namibia,NAM,Sub-Saharan Africa,Upper-Middle Income,2020,81.25,65.55,73.2,116.61,17.4,68.5,76.51,85.9,0.39,33.57,1.29,1.55,84.49,83.75,2.64
Namibia,NAM,Sub-Saharan Africa,Upper-Middle Income,2021,82.51,66.09,76.64,121.21,17.94,74.6,83.21,86.61,2.36,33.45,1.15,1.44,84.71,84.22,2.66
Namibia,NAM,Sub-Saharan Africa,Upper-Middle Income,2022,84.54,69.35,77.73,120.27,18.07,79.42,87.74,87.88,10.31,31.64,1.04,1.34,84.82,84.54,2.68
Namibia,NAM,Sub-Saharan Africa,Upper-Middle Income,2023,86.78,70.16,79.92,122.07,19.51,81.42,91.57,88.83,18.54,31.34,1.02,1.08,85.1,84.75,2.7
Namibia,NAM,Sub-Saharan Africa,Upper-Middle Income,2024,86.88,71.39,81.8,122.6,19.72,87.12,95.51,90.36,21.02,31.83,0.97,1.16,85.39,85.01,2.72
Namibia,NAM,Sub-Saharan Africa,Upper-Middle Income,2025,88.8,73.62,82.05,126.88,20.56,93.83,99.48,90.27,29.23,29.77,1.03,1.25,85.42,85.33,2.75
Botswana,BWA,Sub-Saharan Africa,Upper-Middle Income,2018,78.67,84.76,71.93,95.79,26.19,73.95,73.04,83.2,0.0,32.8,1.07,2.53,92.38,67.35,2.6
Botswana,BWA,Sub-Saharan Africa,Upper-Middle Income,2019,79.25,85.84,72.23,100.74,26.69,82.01,76.35,83.81,0.0,33.62,0.98,2.28,92.61,67.54,2.62
Botswana,BWA,Sub-Saharan Africa,Upper-Middle Income,2020,80.67,88.17,75.03,101.5,27.66,83.73,80.2,85.95,0.0,31.6,0.89,2.38,92.99,67.96,2.64
Botswana,BWA,Sub-Saharan Africa,Upper-Middle Income,2021,82.81,88.57,78.85,106.17,27.37,92.01,86.82,86.64,7.59,30.74,0.95,2.34,93.19,68.16,2.66
Botswana,BWA,Sub-Saharan Africa,Upper-Middle Income,2022,85.89,92.07,79.43,104.34,28.24,97.12,91.98,87.3,9.45,31.6,1.02,2.17,93.42,68.42,2.68
Botswana,BWA,Sub-Saharan Africa,Upper-Middle Income,2023,85.36,91.9,81.24,106.22,29.24,101.69,96.96,87.69,19.28,31.37,0.94,1.94,93.46,68.7,2.7
Botswana,BWA,Sub-Saharan Africa,Upper-Middle Income,2024,87.03,93.15,82.74,108.07,30.14,108.68,99.84,89.86,25.39,30.54,0.97,2.17,93.64,69.16,2.72
Botswana,BWA,Sub-Saharan Africa,Upper-Middle Income,2025,89.47,95.19,85.24,108.77,30.81,115.08,105.94,89.98,32.24,27.7,0.88,2.15,93.92,69.3,2.75
Malawi,MWI,Sub-Saharan Africa,Low Income,2018,23.16,24.02,29.95,77.14,6.37,22.35,18.57,44.16,0.0,49.9,5.02,9.93,69.2,21.16,20.4
Malawi,MWI,Sub-Saharan Africa,Low Income,2019,22.15,25.0,32.73,79.85,6.89,27.86,19.69,44.02,0.0,47.58,4.82,9.54,69.42,21.46,20.56
Malawi,MWI,Sub-Saharan Africa,Low Income,2020,24.66,27.5,34.3,83.48,7.53,26.19,26.18,46.01,0.0,47.55,4.47,9.67,69.55,21.72,20.73
Malawi,MWI,Sub-Saharan Africa,Low Income,2021,24.91,26.56,35.5,83.62,8.0,27.99,25.01,46.22,0.0,46.86,4.31,9.18,69.83,22.06,20.89
Malawi,MWI,Sub-Saharan Africa,Low Income,2022,26.46,30.55,36.8,84.35,8.07,34.91,24.88,47.59,0.0,44.86,4.15,8.87,69.89,22.3,21.05
